id,food_no,ingre_no
5430,464,584
5431,464,595
5432,465,362
5433,465,395
5434,465,584
5435,465,835
5436,465,936
5437,465,76
5438,465,226
5439,465,318
5440,465,383
5441,465,563
5442,465,743
5443,465,1080
5444,465,1147
5445,465,182
5446,465,1097
5447,465,1105
5448,465,235
5449,465,338
5450,465,424
5451,465,514
5452,465,1049
5453,465,1086
5454,465,595
5455,465,742
5456,465,280
5457,465,935
5458,465,604
5459,465,16
5460,465,596
5461,465,894
5462,465,1166
5463,466,109
5464,466,295
5465,466,584
5466,466,226
5467,466,318
5468,466,743
5469,466,1080
5470,466,1111
5471,466,182
5472,466,182
5473,466,1097
5474,466,595
5475,466,4
5476,466,411
5477,466,879
5478,466,1157
5479,466,52
5480,466,159
5481,466,391
5482,466,398
5483,466,556
5484,466,785
5485,466,900
5486,466,189
5487,466,16
5488,466,83
5489,466,596
5490,466,894
5491,466,1166
5492,467,236
5493,467,318
5494,467,383
5495,467,595
5496,467,1038
5497,467,1166
5498,468,16
5499,468,132
5500,468,194
5501,468,207
5502,468,226
5503,468,331
5504,468,332
5505,468,420
5506,468,484
5507,468,584
5508,468,595
5509,468,668
5510,468,935
5511,468,1166
5512,469,16
5513,469,236
5514,469,332
5515,469,358
5516,469,563
5517,469,584
5518,469,595
5519,469,743
5520,469,792
5521,469,816
5522,469,1075
5523,469,1076
5524,470,83
5525,470,107
5526,470,236
5527,470,392
5528,470,595
5529,470,596
5530,470,641
5531,470,935
5532,470,979
5533,470,1151
5534,471,194
5535,471,197
5536,471,392
5537,471,420
5538,471,596
5539,471,668
5540,471,740
5541,471,1147
5542,471,927
5543,471,935
5544,471,1151
5545,471,1166
5546,472,362
5547,472,229
5548,472,395
5549,472,584
5550,472,936
5551,472,76
5552,472,226
5553,472,318
5554,472,496
5555,472,563
5556,472,736
5557,472,743
5558,472,974
5559,472,1080
5560,472,1089
5561,472,1111
5562,472,182
5563,472,740
5564,472,182
5565,472,1097
5566,472,1105
5567,472,424
5568,472,1049
5569,472,595
5570,472,280
5571,472,935
5572,472,1037
5573,472,16
5574,472,332
5575,472,596
5576,472,1166
5577,473,16
5578,473,236
5579,473,318
5580,473,337
5581,473,584
5582,473,595
5583,473,604
5584,473,743
5585,473,1073
5586,473,1168
5587,474,362
5588,474,109
5589,474,395
5590,474,275
5591,474,55
5592,474,123
5593,474,318
5594,474,384
5595,474,396
5596,474,429
5597,474,549
5598,474,686
5599,474,974
5600,474,1080
5601,474,1147
5602,474,182
5603,474,182
5604,474,1097
5605,474,1105
5606,474,595
5607,474,862
5608,474,369
5609,474,556
5610,474,558
5611,474,747
5612,474,189
5613,474,16
5614,474,82
5615,474,83
5616,474,596
5617,474,894
5618,475,71
5619,475,76
5620,475,318
5621,475,383
5622,475,563
5623,475,641
5624,475,743
5625,475,748
5626,475,1038
5627,475,1080
5628,475,182
5629,475,1105
5630,475,595
5631,475,207
5632,475,369
5633,475,189
5634,475,280
5635,475,935
5636,475,1037
5637,475,77
5638,475,980
5639,475,16
5640,475,83
5641,475,596
5642,475,1166
5643,475,82
5644,475,429
5645,475,894
5646,476,23
5647,476,92
5648,476,935
5649,477,16
5650,477,82
5651,477,83
5652,477,139
5653,477,229
5654,477,282
5655,477,318
5656,477,368
5657,477,429
5658,477,484
5659,477,513
5660,477,743
5661,478,318
5662,478,563
5663,478,743
5664,478,119
5665,478,424
5666,478,514
5667,478,1049
5668,478,1086
5669,478,797
5670,478,935
5671,478,16
5672,478,596
5673,478,1166
5674,479,16
5675,479,236
5676,479,318
5677,479,420
5678,479,429
5679,479,513
5680,479,743
5681,479,1038
5682,479,1097
5683,480,30
5684,480,207
5685,480,448
5686,480,584
5687,480,596
5688,480,811
5689,481,16
5690,481,182
5691,481,194
5692,481,236
5693,481,338
5694,481,395
5695,481,584
5696,481,743
5697,481,935
5698,481,1097
5699,481,1166
5700,482,82
5701,482,358
5702,482,392
5703,482,584
5704,482,743
5705,482,919
5706,482,979
5707,482,1025
5708,483,603
5709,483,1089
5710,483,743
5711,483,979
5712,483,318
5713,483,668
5714,483,114
5715,483,332
5716,483,1168
5717,483,1073
5718,484,395
5719,484,584
5720,484,936
5721,484,76
5722,484,226
5723,484,318
5724,484,484
5725,484,736
5726,484,743
5727,484,1080
5728,484,1089
5729,484,1111
5730,484,603
5731,484,789
5732,484,935
5733,484,1037
5734,484,16
5735,484,82
5736,484,83
5737,484,596
5738,484,894
5739,484,1067
5740,484,1166
5741,484,362
5742,484,320
5743,484,496
5744,484,810
5745,484,280
5746,484,679
5747,484,797
5748,484,823
5749,484,1100
5750,484,740
5751,484,1000
5752,484,150
5753,484,448
5754,485,207
5755,485,406
5756,485,508
5757,485,596
5758,485,603
5759,485,1166
5760,486,194
5761,486,196
5762,486,734
5763,486,332
5764,486,338
5765,486,424
5766,486,1080
5767,486,16
5768,486,743
5769,486,1154
5770,486,1166
5771,486,16
5772,487,60
5773,487,76
5774,487,139
5775,487,194
5776,487,226
5777,487,280
5778,487,309
5779,487,323
5780,487,331
5781,487,338
5782,487,383
5783,487,420
5784,487,549
5785,487,682
5786,487,868
5787,487,935
5788,487,1073
5789,488,16
5790,488,114
5791,488,194
5792,488,392
5793,488,584
5794,488,596
5795,488,739
5796,488,880
5797,488,935
5798,488,1073
5799,488,1168
5800,489,677
5801,489,178
5802,489,596
5803,489,935
5804,490,154
5805,491,194
5806,491,226
5807,491,236
5808,491,332
5809,491,383
5810,491,416
5811,491,427
5812,491,567
5813,491,584
5814,491,743
5815,491,792
5816,491,919
5817,491,935
5818,491,1105
5819,491,1151
5820,491,1166
5821,492,107
5822,492,194
5823,492,270
5824,492,332
5825,492,431
5826,492,595
5827,492,681
5828,492,1080
5829,493,107
5830,493,194
5831,493,270
5832,493,332
5833,493,431
5834,493,595
5835,493,681
5836,493,1080
5837,494,82
5838,494,154
5839,494,427
5840,494,584
5841,494,595
5842,494,698
5843,494,16
5844,494,744
5845,494,792
5846,494,332
5847,494,863
5848,494,1143
5849,494,1166
5850,495,82
5851,495,132
5852,495,420
5853,495,584
5854,495,596
5855,495,935
5856,495,979
5857,495,980
5858,495,1073
5859,495,1168
5860,496,83
5861,496,236
5862,496,270
5863,496,275
5864,496,619
5865,496,681
5866,496,723
5867,496,743
5868,496,979
5869,497,16
5870,497,83
5871,497,194
5872,497,236
5873,497,383
5874,497,392
5875,497,596
5876,497,619
5877,497,935
5878,497,1166
5879,498,107
5880,498,194
5881,498,369
5882,498,368
5883,498,596
5884,498,619
5885,498,935
5886,498,1168
5887,498,189
5888,499,367
5889,499,392
5890,499,270
5891,500,138
5892,500,226
5893,500,236
5894,500,318
5895,500,340
5896,500,395
5897,500,399
5898,500,584
5899,500,619
5900,500,743
5901,500,919
5902,500,1105
5903,500,1166
5904,501,194
5905,501,669
5906,501,496
5907,501,963
5908,501,1066
5909,501,1089
5910,501,1100
5911,501,1139
5912,502,16
5913,502,194
5914,502,332
5915,502,182
5916,502,584
5917,502,619
5918,502,743
5919,502,935
5920,502,979
5921,503,60
5922,503,187
5923,503,329
5924,503,366
5925,503,369
5926,503,416
5927,503,427
5928,503,554
5929,503,564
5930,503,619
5931,503,743
5932,503,835
5933,503,919
5934,503,979
5935,503,1105
5936,503,1166
5937,504,15
5938,504,107
5939,504,154
5940,504,395
5941,504,416
5942,504,596
5943,504,619
5944,504,658
5945,504,816
5946,504,935
5947,504,1076
5948,505,16
5949,505,194
5950,505,392
5951,505,584
5952,505,619
5953,505,979
5954,506,7
5955,506,16
5956,506,108
5957,506,392
5958,506,429
5959,506,182
5960,506,584
5961,506,743
5962,507,420
5963,507,197
5964,507,801
5965,507,16
5966,507,584
5967,507,935
5968,507,194
5969,508,133
5970,508,189
5971,508,596
5972,508,935
5973,508,980
5974,508,1038
5975,508,1073
5976,508,1168
5977,509,84
5978,509,114
5979,509,207
5980,509,318
5981,509,338
5982,509,346
5983,509,392
5984,509,561
5985,509,596
5986,509,740
5987,509,743
5988,509,919
5989,509,935
5990,509,980
5991,509,1049
5992,509,1066
5993,509,1105
5994,509,1166
5995,510,360
5996,510,637
5997,510,960
5998,511,129
5999,512,596
6000,512,961
6001,512,1093
6002,513,62
6003,513,392
6004,513,563
6005,513,584
6006,513,863
6007,514,23
6008,514,83
6009,514,107
6010,514,134
6011,514,135
6012,514,187
6013,514,194
6014,514,236
6015,514,366
6016,514,369
6017,514,392
6018,514,406
6019,514,596
6020,514,743
6021,514,935
6022,514,979
6023,514,1147
6024,514,189
6025,515,83
6026,515,107
6027,515,182
6028,515,194
6029,515,369
6030,515,596
6031,515,641
6032,515,668
6033,515,1168
6034,515,189
6035,516,936
6036,516,226
6037,516,318
6038,516,396
6039,516,641
6040,516,743
6041,516,1080
6042,516,280
6043,516,935
6044,516,16
6045,516,596
6046,516,76
6047,516,894
6048,517,82
6049,517,83
6050,517,139
6051,517,226
6052,517,338
6053,517,584
6054,517,642
6055,517,736
6056,517,743
6057,517,792
6058,517,919
6059,517,935
6060,517,1073
6061,517,1168
6062,517,82
6063,517,83
6064,517,139
6065,517,226
6066,517,338
6067,517,584
6068,517,642
6069,517,736
6070,517,743
6071,517,792
6072,517,919
6073,517,935
6074,517,1073
6075,517,1168
6076,518,83
6077,518,194
6078,518,236
6079,518,282
6080,518,484
6081,518,513
6082,518,642
6083,518,979
6084,518,1166
6085,519,83
6086,519,236
6087,519,282
6088,519,392
6089,519,558
6090,519,596
6091,519,724
6092,519,979
6093,519,1168
6094,520,229
6095,520,395
6096,520,584
6097,520,281
6098,520,936
6099,520,76
6100,520,226
6101,520,284
6102,520,318
6103,520,563
6104,520,686
6105,520,736
6106,520,743
6107,520,1080
6108,520,642
6109,520,280
6110,520,935
6111,520,1037
6112,520,980
6113,520,16
6114,520,82
6115,520,83
6116,520,596
6117,520,1166
6118,520,64
6119,520,894
6120,521,362
6121,521,109
6122,521,295
6123,521,229
6124,521,281
6125,521,76
6126,521,226
6127,521,284
6128,521,318
6129,521,383
6130,521,429
6131,521,484
6132,521,563
6133,521,743
6134,521,942
6135,521,1038
6136,521,1080
6137,521,1147
6138,521,182
6139,521,1097
6140,521,263
6141,521,642
6142,521,862
6143,521,558
6144,521,604
6145,521,16
6146,521,82
6147,521,83
6148,521,270
6149,521,596
6150,521,894
6151,521,1166
6152,522,83
6153,522,236
6154,522,263
6155,522,282
6156,522,596
6157,522,642
6158,522,513
6159,522,1168
6160,523,83
6161,523,107
6162,523,134
6163,523,194
6164,523,207
6165,523,236
6166,523,369
6167,523,596
6168,523,643
6169,523,935
6170,523,1166
6171,523,189
6172,524,76
6173,524,108
6174,524,207
6175,524,236
6176,524,558
6177,524,643
6178,525,643
6179,525,743
6180,525,236
6181,525,60
6182,525,369
6183,525,83
6184,525,935
6185,525,107
6186,525,596
6187,526,275
6188,526,76
6189,526,318
6190,526,563
6191,526,743
6192,526,1080
6193,526,1147
6194,526,134
6195,526,1097
6196,526,263
6197,526,207
6198,526,369
6199,526,411
6200,526,558
6201,526,189
6202,526,935
6203,526,1037
6204,526,77
6205,526,980
6206,526,16
6207,526,82
6208,526,83
6209,526,596
6210,526,1166
6211,527,275
6212,527,76
6213,527,318
6214,527,563
6215,527,686
6216,527,743
6217,527,1080
6218,527,1147
6219,527,134
6220,527,263
6221,527,207
6222,527,369
6223,527,411
6224,527,1157
6225,527,159
6226,527,398
6227,527,556
6228,527,558
6229,527,785
6230,527,189
6231,527,280
6232,527,935
6233,527,1037
6234,527,77
6235,527,16
6236,527,83
6237,527,332
6238,527,596
6239,528,16
6240,528,323
6241,528,332
6242,528,596
6243,528,792
6244,528,420
6245,528,1166
6246,529,788
6247,529,275
6248,529,936
6249,529,226
6250,529,318
6251,529,484
6252,529,743
6253,529,1066
6254,529,1080
6255,529,1111
6256,529,740
6257,529,1136
6258,529,460
6259,529,207
6260,529,53
6261,529,556
6262,529,811
6263,529,935
6264,529,1037
6265,529,596
6266,529,1166
6267,530,1083
6268,530,584
6269,530,226
6270,530,318
6271,530,588
6272,530,743
6273,530,1066
6274,530,1067
6275,530,1111
6276,530,134
6277,530,740
6278,530,263
6279,530,1136
6280,530,595
6281,530,448
6282,530,797
6283,530,1037
6284,530,596
6285,530,1067
6286,530,1127
6287,530,1166
6288,530,1084
6289,531,1083
6290,531,584
6291,531,226
6292,531,318
6293,531,588
6294,531,743
6295,531,1066
6296,531,1067
6297,531,1089
6298,531,1111
6299,531,740
6300,531,1136
6301,531,460
6302,531,997
6303,531,317
6304,531,797
6305,531,1037
6306,531,596
6307,531,894
6308,531,1067
6309,531,1166
6310,531,1084
6311,532,83
6312,532,138
6313,532,270
6314,532,280
6315,532,596
6316,532,658
6317,533,318
6318,533,658
6319,533,743
6320,533,1080
6321,533,369
6322,533,189
6323,533,82
6324,533,83
6325,533,270
6326,533,596
6327,533,76
6328,533,16
6329,533,894
6330,534,192
6331,534,194
6332,534,270
6333,534,280
6334,534,282
6335,534,662
6336,535,16
6337,535,76
6338,535,82
6339,535,83
6340,535,194
6341,535,270
6342,535,662
6343,535,743
6344,535,935
6345,535,23
6346,535,281
6347,535,76
6348,535,318
6349,535,383
6350,535,1038
6351,535,1080
6352,535,369
6353,535,189
6354,535,980
6355,535,270
6356,535,596
6357,535,275
6358,535,748
6359,535,1147
6360,535,1166
6361,535,894
6362,536,392
6363,536,584
6364,536,961
6365,537,392
6366,537,448
6367,537,584
6368,537,665
6369,537,811
6370,538,60
6371,538,323
6372,538,584
6373,538,665
6374,538,1136
6375,539,204
6376,539,392
6377,539,420
6378,539,584
6379,540,41
6380,540,60
6381,540,114
6382,540,193
6383,540,194
6384,540,236
6385,540,368
6386,540,392
6387,540,557
6388,540,584
6389,540,641
6390,540,680
6391,540,743
6392,541,107
6393,541,138
6394,541,194
6395,541,596
6396,541,686
6397,541,935
6398,541,1073
6399,542,116
6400,542,194
6401,542,270
6402,542,369
6403,542,685
6404,542,891
6405,542,979
6406,542,1151
6407,542,189
6408,543,392
6409,543,685
6410,543,935
6411,543,678
6412,544,60
6413,544,82
6414,544,83
6415,544,187
6416,544,229
6417,544,584
6418,544,16
6419,544,743
6420,544,792
6421,544,997
6422,545,82
6423,545,137
6424,545,194
6425,545,199
6426,545,584
6427,545,669
6428,545,690
6429,545,724
6430,545,792
6431,545,935
6432,546,16
6433,546,82
6434,546,83
6435,546,194
6436,546,226
6437,546,332
6438,546,340
6439,546,556
6440,546,743
6441,546,935
6442,546,1038
6443,546,1080
6444,546,1105
6445,546,1166
6446,547,236
6447,547,270
6448,547,318
6449,547,383
6450,547,596
6451,547,692
6452,547,979
6453,547,1038
6454,548,229
6455,548,584
6456,548,275
6457,548,936
6458,548,76
6459,548,318
6460,548,383
6461,548,384
6462,548,396
6463,548,484
6464,548,686
6465,548,743
6466,548,1038
6467,548,1080
6468,548,1097
6469,548,1105
6470,548,369
6471,548,693
6472,548,189
6473,548,16
6474,548,82
6475,548,83
6476,548,270
6477,548,596
6478,548,894
6479,548,1166
6480,549,76
6481,549,284
6482,549,318
6483,549,383
6484,549,384
6485,549,396
6486,549,1038
6487,549,1080
6488,549,182
6489,549,182
6490,549,1097
6491,549,369
6492,549,693
6493,549,596
6494,549,894
6495,550,83
6496,550,187
6497,550,236
6498,550,270
6499,550,332
6500,550,368
6501,550,396
6502,550,584
6503,550,693
6504,550,743
6505,550,919
6506,550,1038
6507,550,1107
6508,550,1151
6509,550,1166
6510,551,23
6511,551,76
6512,551,318
6513,551,708
6514,551,743
6515,551,1080
6516,551,369
6517,551,556
6518,551,189
6519,551,82
6520,551,83
6521,551,270
6522,551,16
6523,551,596
6524,551,894
6525,552,23
6526,552,194
6527,552,226
6528,552,229
6529,552,236
6530,552,392
6531,552,395
6532,552,399
6533,552,584
6534,552,681
6535,552,743
6536,552,781
6537,552,919
6538,552,975
6539,552,1168
6540,553,207
6541,553,242
6542,553,263
6543,553,420
6544,553,508
6545,553,383
6546,553,1078
6547,553,1118
6548,553,1139
6549,554,312
6550,554,448
6551,554,596
6552,554,712
6553,554,743
6554,554,774
6555,554,797
6556,554,1075
6557,554,1089
6558,554,1166
6559,555,16
6560,555,160
6561,555,134
6562,555,330
6563,555,584
6564,555,420
6565,555,746
6566,555,935
6567,555,1073
6568,556,82
6569,556,83
6570,556,107
6571,556,194
6572,556,236
6573,556,383
6574,556,567
6575,556,596
6576,556,686
6577,556,723
6578,556,189
6579,556,1038
6580,556,1168
6581,557,395
6582,557,275
6583,557,76
6584,557,318
6585,557,383
6586,557,384
6587,557,396
6588,557,563
6589,557,686
6590,557,743
6591,557,1038
6592,557,1080
6593,557,1147
6594,557,1097
6595,557,369
6596,557,411
6597,557,1157
6598,557,52
6599,557,398
6600,557,556
6601,557,785
6602,557,900
6603,557,189
6604,557,604
6605,557,16
6606,557,83
6607,557,596
6608,557,894
6609,557,1166
6610,558,270
6611,558,392
6612,558,723
6613,559,16
6614,559,194
6615,559,199
6616,559,596
6617,559,723
6618,559,956
6619,560,60
6620,560,486
6621,560,596
6622,560,723
6623,560,743
6624,560,956
6625,561,16
6626,561,83
6627,561,84
6628,561,194
6629,561,236
6630,561,263
6631,561,392
6632,561,558
6633,561,596
6634,561,723
6635,561,980
6636,561,1166
6637,562,226
6638,562,236
6639,562,596
6640,562,740
6641,562,743
6642,562,785
6643,563,62
6644,563,63
6645,563,154
6646,563,235
6647,563,392
6648,563,596
6649,563,668
6650,563,863
6651,563,897
6652,563,910
6653,563,935
6654,563,980
6655,564,16
6656,564,39
6657,564,48
6658,564,63
6659,564,154
6660,564,392
6661,564,416
6662,564,596
6663,564,863
6664,564,935
6665,564,960
6666,564,1172
6667,565,19
6668,565,83
6669,565,138
6670,565,318
6671,565,596
6672,565,897
6673,565,584
6674,565,187
6675,565,743
6676,565,563
6677,566,16
6678,566,83
6679,566,395
6680,566,399
6681,566,584
6682,566,596
6683,566,979
6684,566,1073
6685,566,1151
6686,566,1166
6687,567,27
6688,567,83
6689,567,194
6690,567,196
6691,567,236
6692,567,338
6693,567,366
6694,567,368
6695,567,383
6696,567,424
6697,567,556
6698,567,558
6699,567,569
6700,567,743
6701,567,927
6702,567,960
6703,568,83
6704,568,136
6705,568,194
6706,568,196
6707,568,236
6708,568,894
6709,568,424
6710,568,558
6711,568,584
6712,568,927
6713,568,960
6714,569,207
6715,569,743
6716,569,1066
6717,569,347
6718,570,16
6719,570,194
6720,570,196
6721,570,792
6722,570,869
6723,571,16
6724,571,82
6725,571,83
6726,571,194
6727,571,392
6728,571,395
6729,571,584
6730,571,211
6731,571,1025
6732,572,16
6733,572,83
6734,572,194
6735,572,332
6736,572,383
6737,572,392
6738,572,792
6739,572,1166
6740,573,226
6741,573,323
6742,573,331
6743,573,346
6744,573,584
6745,573,736
6746,573,781
6747,573,1025
6748,574,309
6749,574,323
6750,574,596
6751,574,669
6752,574,737
6753,574,743
6754,574,1110
6755,574,1169
6756,575,16
6757,575,378
6758,575,448
6759,575,740
6760,575,1085
6761,575,1166
6762,576,406
6763,576,448
6764,576,596
6765,576,655
6766,576,665
6767,576,740
6768,576,743
6769,576,811
6770,576,1085
6771,576,1166
6772,577,16
6773,577,53
6774,577,207
6775,577,226
6776,577,263
6777,577,318
6778,577,556
6779,577,743
6780,577,584
6781,577,596
6782,577,669
6783,577,781
6784,577,785
6785,577,935
6786,577,1089
6787,577,1105
6788,577,1111
6789,577,1166
6790,578,60
6791,578,596
6792,578,658
6793,578,743
6794,578,797
6795,578,1073
6796,579,16
6797,579,83
6798,579,137
6799,579,194
6800,579,280
6801,579,484
6802,579,584
6803,579,669
6804,579,743
6805,580,16
6806,580,392
6807,580,584
6808,580,669
6809,580,743
6810,581,23
6811,581,83
6812,581,107
6813,581,194
6814,581,236
6815,581,369
6816,581,596
6817,581,743
6818,581,747
6819,581,1166
6820,582,86
6821,582,76
6822,582,318
6823,582,383
6824,582,686
6825,582,743
6826,582,1080
6827,582,1147
6828,582,1105
6829,582,369
6830,582,747
6831,582,189
6832,582,980
6833,582,16
6834,582,82
6835,582,83
6836,582,596
6837,582,1166
6838,583,86
6839,583,76
6840,583,318
6841,583,383
6842,583,686
6843,583,743
6844,583,1080
6845,583,369
6846,583,747
6847,583,189
6848,583,980
6849,583,16
6850,583,596
6851,583,1166
6852,583,894
6853,584,83
6854,584,107
6855,584,134
6856,584,194
6857,584,229
6858,584,236
6859,584,332
6860,584,369
6861,584,743
6862,584,747
6863,584,1166
6864,585,16
6865,585,114
6866,585,226
6867,585,236
6868,585,395
6869,585,736
6870,585,747
6871,585,935
6872,586,16
6873,586,194
6874,586,226
6875,586,229
6876,586,236
6877,586,743
6878,586,747
6879,586,792
6880,586,935
6881,586,1166
6882,587,194
6883,587,320
6884,587,392
6885,587,584
6886,587,16
6887,587,792
6888,587,935
6889,588,11
6890,588,207
6891,588,226
6892,588,318
6893,588,339
6894,588,596
6895,588,723
6896,588,743
6897,588,746
6898,588,747
6899,588,797
6900,588,1166
6901,589,405
6902,589,76
6903,589,484
6904,589,1080
6905,589,207
6906,589,789
6907,589,823
6908,589,1037
6909,589,596
6910,589,894
6911,590,556
6912,590,602
6913,590,1166
6914,591,69
6915,591,82
6916,591,83
6917,591,109
6918,591,429
6919,591,236
6920,591,270
6921,591,280
6922,591,318
6923,591,640
6924,591,768
6925,591,979
6926,591,1037
6927,592,405
6928,592,395
6929,592,584
6930,592,936
6931,592,76
6932,592,226
6933,592,318
6934,592,484
6935,592,563
6936,592,743
6937,592,748
6938,592,1080
6939,592,370
6940,592,935
6941,592,16
6942,592,83
6943,592,596
6944,592,894
6945,592,383
6946,592,558
6947,592,669
6948,593,83
6949,593,136
6950,593,194
6951,593,558
6952,593,563
6953,593,743
6954,593,748
6955,593,584
6956,593,1073
6957,594,1035
6958,594,281
6959,594,76
6960,594,318
6961,594,743
6962,594,748
6963,594,1080
6964,594,369
6965,594,189
6966,594,82
6967,594,83
6968,594,270
6969,594,596
6970,594,275
6971,594,16
6972,594,894
6973,595,194
6974,595,236
6975,595,369
6976,595,681
6977,595,743
6978,595,748
6979,595,270
6980,595,979
6981,595,189
6982,596,395
6983,596,584
6984,596,291
6985,596,936
6986,596,318
6987,596,759
6988,596,280
6989,596,935
6990,596,1037
6991,596,16
6992,596,894
6993,596,679
6994,596,789
6995,596,797
6996,596,332
6997,596,1143
6998,596,743
6999,596,1080
7000,596,980
7001,597,309
7002,597,323
7003,597,1089
7004,597,584
7005,597,743
7006,597,781
7007,597,784
7008,597,1166
7009,597,1169
7010,598,154
7011,598,198
7012,598,309
7013,598,323
7014,598,387
7015,598,420
7016,598,584
7017,598,669
7018,598,1168
7019,599,763
7020,599,555
7021,599,420
7022,599,82
7023,599,669
7024,599,338
7025,599,792
7026,599,564
7027,599,935
7028,599,1073
7029,600,159
7030,600,236
7031,600,318
7032,600,383
7033,600,596
7034,600,743
7035,600,16
7036,600,1038
7037,600,1147
7038,601,16
7039,601,83
7040,601,194
7041,601,338
7042,601,395
7043,601,765
7044,601,935
7045,601,1073
7046,602,270
7047,602,280
7048,602,366
7049,602,584
7050,602,766
7051,603,16
7052,603,82
7053,603,83
7054,603,109
7055,603,137
7056,603,584
7057,603,766
7058,603,935
7059,604,275
7060,604,280
7061,604,331
7062,604,1073
7063,605,584
7064,605,936
7065,605,76
7066,605,318
7067,605,743
7068,605,765
7069,605,1080
7070,605,280
7071,605,935
7072,605,82
7073,605,83
7074,605,270
7075,605,596
7076,605,226
7077,605,894
7078,606,109
7079,606,584
7080,606,669
7081,606,766
7082,606,781
7083,606,828
7084,606,979
7085,606,1151
7086,607,137
7087,607,192
7088,607,194
7089,607,270
7090,607,584
7091,607,765
7092,607,935
7093,608,83
7094,608,142
7095,608,194
7096,608,236
7097,608,270
7098,608,338
7099,608,558
7100,608,584
7101,608,681
7102,608,743
7103,608,766
7104,608,935
7105,608,979
7106,608,222
7107,608,1166
7108,609,360
7109,609,890
7110,609,960
7111,609,64
7112,609,29
7113,609,801
7114,609,1035
7115,609,1093
7116,609,291
7117,609,416
7118,609,835
7119,609,863
7120,609,1143
7121,609,1149
7122,609,1147
7123,609,235
7124,609,839
7125,609,130
7126,609,788
7127,609,584
7128,609,936
7129,609,226
7130,609,318
7131,609,484
7132,609,1080
7133,609,1105
7134,609,935
7135,609,16
7136,609,83
7137,609,596
7138,610,71
7139,610,107
7140,610,138
7141,610,188
7142,610,192
7143,610,194
7144,610,199
7145,610,270
7146,610,280
7147,610,282
7148,610,423
7149,610,662
7150,610,668
7151,610,935
7152,610,991
7153,610,1093
7154,610,1105
7155,611,154
7156,611,226
7157,611,236
7158,611,383
7159,611,134
7160,611,392
7161,611,429
7162,611,596
7163,611,634
7164,611,669
7165,611,743
7166,611,758
7167,611,811
7168,611,980
7169,612,743
7170,612,776
7171,612,280
7172,612,935
7173,612,16
7174,612,332
7175,612,596
7176,612,1166
7177,613,360
7178,613,960
7179,613,416
7180,613,835
7181,613,318
7182,613,484
7183,613,563
7184,613,235
7185,613,776
7186,613,980
7187,613,596
7188,613,1166
7189,613,839
7190,614,362
7191,614,23
7192,614,395
7193,614,584
7194,614,936
7195,614,76
7196,614,226
7197,614,284
7198,614,318
7199,614,396
7200,614,484
7201,614,563
7202,614,736
7203,614,743
7204,614,1080
7205,614,182
7206,614,182
7207,614,1097
7208,614,424
7209,614,514
7210,614,1049
7211,614,776
7212,614,280
7213,614,935
7214,614,16
7215,614,82
7216,614,83
7217,614,332
7218,614,596
7219,614,894
7220,614,1166
7221,615,362
7222,615,23
7223,615,395
7224,615,584
7225,615,936
7226,615,76
7227,615,226
7228,615,284
7229,615,318
7230,615,484
7231,615,563
7232,615,736
7233,615,743
7234,615,1080
7235,615,182
7236,615,740
7237,615,182
7238,615,1097
7239,615,1105
7240,615,424
7241,615,776
7242,615,280
7243,615,935
7244,615,1037
7245,615,16
7246,615,82
7247,615,83
7248,615,332
7249,615,1166
7250,615,64
7251,616,23
7252,616,281
7253,616,71
7254,616,76
7255,616,226
7256,616,284
7257,616,318
7258,616,383
7259,616,396
7260,616,484
7261,616,563
7262,616,641
7263,616,743
7264,616,748
7265,616,1080
7266,616,182
7267,616,1097
7268,616,1105
7269,616,776
7270,616,522
7271,616,16
7272,616,82
7273,616,83
7274,616,270
7275,616,332
7276,616,596
7277,616,894
7278,616,1166
7279,617,360
7280,617,360
7281,617,788
7282,617,584
7283,617,936
7284,617,226
7285,617,736
7286,617,743
7287,617,1080
7288,617,1111
7289,617,1147
7290,617,1136
7291,617,207
7292,617,266
7293,617,317
7294,617,448
7295,617,789
7296,617,935
7297,617,1037
7298,617,596
7299,617,894
7300,617,1067
7301,617,1166
7302,618,16
7303,618,82
7304,618,83
7305,618,139
7306,618,194
7307,618,236
7308,618,338
7309,618,543
7310,618,584
7311,618,743
7312,618,785
7313,618,935
7314,618,1166
7315,619,83
7316,619,194
7317,619,340
7318,619,484
7319,619,558
7320,619,724
7321,619,743
7322,619,781
7323,620,138
7324,620,194
7325,620,332
7326,620,596
7327,620,668
7328,620,781
7329,620,935
7330,620,1151
7331,620,1166
7332,621,584
7333,621,936
7334,621,76
7335,621,226
7336,621,318
7337,621,743
7338,621,781
7339,621,1080
7340,621,1089
7341,621,369
7342,621,16
7343,621,83
7344,621,596
7345,621,669
7346,621,894
7347,622,16
7348,622,82
7349,622,83
7350,622,137
7351,622,194
7352,622,280
7353,622,484
7354,622,584
7355,622,669
7356,622,781
7357,623,82
7358,623,83
7359,623,138
7360,623,194
7361,623,596
7362,623,669
7363,623,781
7364,623,792
7365,623,1080
7366,623,1089
7367,624,83
7368,624,194
7369,624,226
7370,624,368
7371,624,392
7372,624,484
7373,624,558
7374,624,584
7375,624,596
7376,624,743
7377,624,781
7378,625,16
7379,625,392
7380,625,584
7381,625,669
7382,625,781
7383,626,83
7384,626,194
7385,626,199
7386,626,584
7387,626,669
