id,food_no,ingre_no
7388,626,1073
7389,627,395
7390,627,584
7391,627,936
7392,627,318
7393,627,1080
7394,627,338
7395,627,280
7396,627,935
7397,627,82
7398,627,83
7399,627,743
7400,628,653
7401,628,797
7402,628,1139
7403,628,1084
7404,628,596
7405,628,318
7406,628,1166
7407,628,1082
7408,628,743
7409,629,86
7410,629,275
7411,629,76
7412,629,318
7413,629,383
7414,629,396
7415,629,686
7416,629,743
7417,629,1080
7418,629,1147
7419,629,1097
7420,629,369
7421,629,785
7422,629,189
7423,629,980
7424,629,16
7425,629,82
7426,629,83
7427,629,596
7428,629,563
7429,629,894
7430,629,1166
7431,630,107
7432,630,114
7433,630,194
7434,630,226
7435,630,236
7436,630,332
7437,630,369
7438,630,392
7439,630,596
7440,630,723
7441,630,743
7442,630,785
7443,630,1105
7444,630,1166
7445,631,16
7446,631,82
7447,631,83
7448,631,194
7449,631,226
7450,631,584
7451,631,669
7452,631,743
7453,631,781
7454,631,785
7455,631,935
7456,631,1073
7457,632,16
7458,632,82
7459,632,83
7460,632,139
7461,632,226
7462,632,332
7463,632,549
7464,632,584
7465,632,601
7466,632,669
7467,632,736
7468,632,743
7469,632,781
7470,632,785
7471,632,828
7472,632,935
7473,632,979
7474,632,1073
7475,633,16
7476,633,116
7477,633,194
7478,633,226
7479,633,236
7480,633,399
7481,633,584
7482,633,723
7483,633,743
7484,633,785
7485,633,792
7486,633,797
7487,633,935
7488,633,1073
7489,634,194
7490,634,207
7491,634,236
7492,634,1089
7493,634,596
7494,634,668
7495,634,1073
7496,634,1173
7497,635,226
7498,635,420
7499,635,655
7500,635,736
7501,635,743
7502,635,785
7503,635,1006
7504,636,420
7505,636,935
7506,637,16
7507,637,194
7508,637,332
7509,637,392
7510,637,564
7511,637,584
7512,637,792
7513,637,785
7514,637,935
7515,637,979
7516,637,1073
7517,637,1166
7518,638,82
7519,638,83
7520,638,107
7521,638,236
7522,638,108
7523,638,596
7524,638,723
7525,638,743
7526,638,785
7527,638,979
7528,638,1038
7529,638,1100
7530,638,1168
7531,639,15
7532,639,82
7533,639,392
7534,639,395
7535,639,794
7536,639,796
7537,640,395
7538,640,584
7539,640,936
7540,640,318
7541,640,785
7542,640,797
7543,640,935
7544,640,1037
7545,640,77
7546,640,16
7547,640,82
7548,640,83
7549,640,323
7550,640,332
7551,640,894
7552,640,1080
7553,640,980
7554,641,82
7555,641,83
7556,641,194
7557,641,340
7558,641,383
7559,641,484
7560,641,596
7561,641,669
7562,641,743
7563,641,785
7564,641,935
7565,641,1073
7566,642,16
7567,642,194
7568,642,323
7569,642,332
7570,642,392
7571,642,395
7572,642,584
7573,642,792
7574,642,935
7575,642,129
7576,642,1073
7577,643,668
7578,643,880
7579,643,1078
7580,643,1085
7581,644,251
7582,644,280
7583,644,935
7584,644,1037
7585,644,596
7586,645,788
7587,645,584
7588,645,801
7589,645,226
7590,645,53
7591,645,317
7592,645,448
7593,645,323
7594,646,788
7595,646,584
7596,646,226
7597,646,736
7598,646,743
7599,646,781
7600,646,1089
7601,646,1111
7602,646,408
7603,646,53
7604,646,323
7605,646,596
7606,647,194
7607,647,270
7608,647,484
7609,647,708
7610,647,979
7611,648,677
7612,648,801
7613,648,392
7614,649,484
7615,649,743
7616,649,318
7617,649,24
7618,649,961
7619,649,207
7620,649,935
7621,649,979
7622,649,1151
7623,649,16
7624,650,15
7625,650,107
7626,650,115
7627,650,236
7628,650,282
7629,650,367
7630,650,383
7631,650,392
7632,650,399
7633,650,513
7634,650,596
7635,650,658
7636,650,668
7637,650,270
7638,650,935
7639,650,979
7640,650,1038
7641,650,1166
7642,651,82
7643,651,107
7644,651,194
7645,651,236
7646,651,270
7647,651,280
7648,651,282
7649,651,366
7650,651,619
7651,652,83
7652,652,107
7653,652,236
7654,652,270
7655,652,280
7656,652,318
7657,652,604
7658,652,743
7659,652,816
7660,652,1075
7661,652,1166
7662,653,109
7663,653,275
7664,653,384
7665,653,686
7666,653,1080
7667,653,369
7668,653,747
7669,653,132
7670,653,189
7671,653,16
7672,653,332
7673,653,596
7674,653,894
7675,653,226
7676,653,318
7677,653,383
7678,653,743
7679,653,1097
7680,653,53
7681,653,980
7682,653,1166
7683,653,76
7684,654,109
7685,654,275
7686,654,76
7687,654,284
7688,654,318
7689,654,383
7690,654,396
7691,654,563
7692,654,686
7693,654,743
7694,654,1038
7695,654,1080
7696,654,182
7697,654,182
7698,654,1097
7699,654,369
7700,654,556
7701,654,189
7702,654,980
7703,654,82
7704,654,83
7705,654,270
7706,654,596
7707,654,894
7708,654,1166
7709,655,360
7710,655,360
7711,655,395
7712,655,584
7713,655,936
7714,655,76
7715,655,226
7716,655,284
7717,655,318
7718,655,383
7719,655,387
7720,655,396
7721,655,549
7722,655,563
7723,655,686
7724,655,736
7725,655,737
7726,655,743
7727,655,781
7728,655,822
7729,655,132
7730,655,935
7731,655,522
7732,655,980
7733,655,82
7734,655,986
7735,655,83
7736,655,596
7737,655,669
7738,656,83
7739,656,194
7740,656,236
7741,656,270
7742,656,366
7743,656,429
7744,656,596
7745,656,809
7746,656,979
7747,657,395
7748,657,584
7749,657,291
7750,657,936
7751,657,318
7752,657,810
7753,657,595
7754,657,280
7755,657,679
7756,657,823
7757,657,935
7758,657,1037
7759,657,16
7760,657,332
7761,657,698
7762,658,109
7763,658,880
7764,658,936
7765,658,226
7766,658,318
7767,658,429
7768,658,484
7769,658,563
7770,658,736
7771,658,743
7772,658,904
7773,658,974
7774,658,1080
7775,658,1111
7776,658,1147
7777,658,380
7778,658,740
7779,658,182
7780,658,1105
7781,658,207
7782,658,474
7783,658,411
7784,658,601
7785,658,1157
7786,658,556
7787,658,785
7788,658,900
7789,658,266
7790,658,935
7791,658,1037
7792,658,596
7793,658,894
7794,658,1166
7795,659,16
7796,659,53
7797,659,139
7798,659,275
7799,659,297
7800,659,1089
7801,659,596
7802,659,668
7803,659,743
7804,659,1000
7805,659,1166
7806,660,665
7807,660,1044
7808,661,275
7809,661,76
7810,661,318
7811,661,383
7812,661,641
7813,661,686
7814,661,743
7815,661,1080
7816,661,1097
7817,661,369
7818,661,189
7819,661,16
7820,661,596
7821,661,1166
7822,662,275
7823,662,76
7824,662,318
7825,662,383
7826,662,743
7827,662,1080
7828,662,1147
7829,662,1097
7830,662,369
7831,662,189
7832,662,270
7833,662,596
7834,662,23
7835,662,384
7836,662,82
7837,662,894
7838,663,212
7839,663,217
7840,663,275
7841,663,596
7842,663,818
7843,663,1166
7844,664,880
7845,664,318
7846,664,429
7847,664,563
7848,664,588
7849,664,743
7850,664,904
7851,664,974
7852,664,1080
7853,664,1111
7854,664,1147
7855,664,740
7856,664,182
7857,664,1097
7858,664,1105
7859,664,263
7860,664,369
7861,664,4
7862,664,601
7863,664,556
7864,664,785
7865,664,1134
7866,664,935
7867,664,1037
7868,664,77
7869,664,16
7870,664,114
7871,664,332
7872,664,596
7873,664,894
7874,664,1166
7875,665,556
7876,665,1097
7877,665,1111
7878,665,1105
7879,665,236
7880,665,619
7881,665,392
7882,665,114
7883,665,584
7884,665,980
7885,665,16
7886,665,880
7887,666,936
7888,666,318
7889,666,822
7890,666,1080
7891,666,280
7892,666,935
7893,666,596
7894,666,894
7895,666,584
7896,666,226
7897,666,743
7898,666,16
7899,667,83
7900,667,192
7901,667,194
7902,667,270
7903,667,280
7904,667,1073
7905,668,392
7906,668,640
7907,668,236
7908,668,383
7909,668,107
7910,668,83
7911,668,935
7912,668,194
7913,668,596
7914,668,1166
7915,669,16
7916,669,82
7917,669,139
7918,669,194
7919,669,207
7920,669,236
7921,669,792
7922,669,935
7923,669,936
7924,670,16
7925,670,82
7926,670,133
7927,670,137
7928,670,194
7929,670,555
7930,670,584
7931,670,830
7932,670,935
7933,671,360
7934,671,832
7935,671,960
7936,672,154
7937,672,665
7938,672,668
7939,672,698
7940,672,842
7941,672,1036
7942,673,7
7943,673,275
7944,673,392
7945,673,400
7946,673,596
7947,673,927
7948,673,1097
7949,674,16
7950,674,82
7951,674,83
7952,674,194
7953,674,332
7954,674,338
7955,674,567
7956,675,83
7957,675,114
7958,675,176
7959,675,194
7960,675,236
7961,675,543
7962,675,392
7963,675,584
7964,675,668
7965,675,736
7966,675,743
7967,675,781
7968,675,792
7969,675,1013
7970,676,23
7971,676,175
7972,676,194
7973,676,196
7974,676,226
7975,676,263
7976,676,392
7977,676,584
7978,676,596
7979,676,668
7980,676,781
7981,676,980
7982,676,990
7983,676,1147
7984,676,1168
7985,677,16
7986,677,280
7987,677,323
7988,677,395
7989,677,668
7990,677,861
7991,677,1073
7992,677,1133
7993,678,16
7994,678,82
7995,678,83
7996,678,107
7997,678,135
7998,678,194
7999,678,263
8000,678,369
8001,678,584
8002,678,129
8003,678,792
8004,678,861
8005,678,935
8006,678,1166
8007,679,16
8008,679,138
8009,679,332
8010,679,584
8011,679,129
8012,679,792
8013,679,861
8014,679,935
8015,680,395
8016,680,584
8017,680,291
8018,680,698
8019,680,863
8020,680,936
8021,680,1133
8022,680,1143
8023,680,1149
8024,680,318
8025,680,366
8026,680,280
8027,680,935
8028,680,1037
8029,680,16
8030,680,894
8031,680,1017
8032,680,76
8033,680,1080
8034,680,679
8035,680,797
8036,680,823
8037,680,980
8038,681,395
8039,681,584
8040,681,936
8041,681,76
8042,681,318
8043,681,743
8044,681,1080
8045,681,366
8046,681,280
8047,681,935
8048,681,1037
8049,681,16
8050,681,82
8051,681,83
8052,681,596
8053,681,894
8054,681,679
8055,681,797
8056,682,109
8057,682,584
8058,682,275
8059,682,936
8060,682,76
8061,682,226
8062,682,318
8063,682,384
8064,682,484
8065,682,563
8066,682,743
8067,682,1080
8068,682,1147
8069,682,134
8070,682,1105
8071,682,595
8072,682,207
8073,682,369
8074,682,132
8075,682,189
8076,682,280
8077,682,935
8078,682,1037
8079,682,16
8080,682,83
8081,682,332
8082,682,596
8083,682,1166
8084,682,747
8085,682,894
8086,683,16
8087,683,226
8088,683,358
8089,683,448
8090,683,596
8091,683,668
8092,683,723
8093,683,743
8094,683,1105
8095,684,16
8096,684,82
8097,684,83
8098,684,226
8099,684,229
8100,684,236
8101,684,392
8102,684,584
8103,684,668
8104,684,743
8105,684,935
8106,684,1038
8107,684,1073
8108,685,229
8109,685,395
8110,685,584
8111,685,936
8112,685,226
8113,685,318
8114,685,484
8115,685,563
8116,685,658
8117,685,743
8118,685,1080
8119,685,1111
8120,685,182
8121,685,1105
8122,685,263
8123,685,747
8124,685,280
8125,685,935
8126,685,1037
8127,685,980
8128,685,16
8129,685,596
8130,685,1166
8131,685,380
8132,685,182
8133,685,1097
8134,685,114
8135,685,332
8136,685,1089
8137,685,797
8138,685,65
8139,686,229
8140,686,395
8141,686,584
8142,686,936
8143,686,226
8144,686,318
8145,686,563
8146,686,658
8147,686,743
8148,686,1080
8149,686,1089
8150,686,1111
8151,686,182
8152,686,380
8153,686,1105
8154,686,595
8155,686,207
8156,686,280
8157,686,679
8158,686,797
8159,686,935
8160,686,1037
8161,686,980
8162,686,16
8163,686,114
8164,686,596
8165,686,1166
8166,687,16
8167,687,82
8168,687,83
8169,687,114
8170,687,191
8171,687,194
8172,687,199
8173,687,229
8174,687,640
8175,687,736
8176,687,792
8177,687,935
8178,687,980
8179,687,1089
8180,688,16
8181,688,84
8182,688,114
8183,688,175
8184,688,194
8185,688,392
8186,688,556
8187,688,900
8188,688,736
8189,688,785
8190,688,974
8191,688,1105
8192,689,960
8193,689,863
8194,689,392
8195,689,596
8196,690,405
8197,690,23
8198,690,76
8199,690,226
8200,690,284
8201,690,484
8202,690,743
8203,690,1080
8204,690,1147
8205,690,134
8206,690,789
8207,690,1037
8208,690,82
8209,690,270
8210,691,16
8211,691,82
8212,691,194
8213,691,196
8214,691,332
8215,691,792
8216,691,869
8217,691,1073
8218,692,936
8219,692,384
8220,692,869
8221,692,935
8222,692,1037
8223,692,596
8224,692,1166
8225,693,187
8226,693,207
8227,693,392
8228,693,399
8229,693,563
8230,693,792
8231,693,919
8232,693,927
8233,693,979
8234,694,139
8235,694,207
8236,694,236
8237,694,332
8238,694,387
8239,694,392
8240,694,420
8241,694,563
8242,694,584
8243,694,596
8244,694,669
8245,694,781
8246,694,792
8247,694,869
8248,694,919
8249,694,980
8250,694,1075
8251,694,1168
8252,695,71
8253,695,83
8254,695,236
8255,695,270
8256,695,318
8257,695,640
8258,695,869
8259,695,979
8260,695,1166
8261,696,392
8262,696,484
8263,696,596
8264,696,872
8265,696,980
8266,697,16
8267,697,82
8268,697,83
8269,697,226
8270,697,354
8271,697,399
8272,697,1089
8273,697,669
8274,697,736
8275,697,743
8276,697,781
8277,697,792
8278,697,798
8279,697,875
8280,697,935
8281,698,109
8282,698,23
8283,698,880
8284,698,584
8285,698,801
8286,698,936
8287,698,76
8288,698,226
8289,698,318
8290,698,429
8291,698,484
8292,698,563
8293,698,736
8294,698,743
8295,698,781
8296,698,904
8297,698,1080
8298,698,1111
8299,698,1147
8300,698,740
8301,698,182
8302,698,263
8303,698,601
8304,698,159
8305,698,556
8306,698,785
8307,698,900
8308,698,1134
8309,698,266
8310,698,1037
8311,698,77
8312,698,16
8313,698,596
8314,698,894
8315,698,990
8316,699,16
8317,699,226
8318,699,596
8319,699,743
8320,699,879
8321,699,935
8322,699,960
8323,699,1105
8324,700,187
8325,700,108
8326,700,392
8327,700,596
8328,700,879
8329,700,979
8330,701,881
8331,701,596
8332,702,16
8333,702,194
8334,702,226
8335,702,236
8336,702,340
8337,702,656
8338,702,668
8339,702,743
8340,702,792
8341,702,935
8342,703,16
8343,703,82
8344,703,543
8345,703,332
8346,703,392
8347,703,422
8348,703,554
8349,703,596
8350,703,743
8351,703,935
8352,703,997
8353,703,1067
8354,703,1089
8355,703,1168
8356,704,16
8357,704,82
8358,704,83
8359,704,263
8360,704,332
8361,704,338
8362,704,792
8363,704,935
8364,704,1038
8365,704,1073
8366,704,1080
8367,704,1166
8368,705,23
8369,705,187
8370,705,194
8371,705,270
8372,705,275
8373,705,76
8374,705,376
8375,705,392
8376,705,596
8377,705,1080
8378,705,1097
8379,706,194
8380,706,236
8381,706,369
8382,706,189
8383,707,194
8384,707,980
8385,707,1166
8386,707,935
8387,707,668
8388,708,82
8389,708,83
8390,708,187
8391,708,236
8392,708,332
8393,708,558
8394,708,584
8395,708,743
8396,708,893
8397,708,919
8398,708,979
8399,708,1147
8400,709,82
8401,709,83
8402,709,236
8403,709,318
8404,709,332
8405,709,383
8406,709,392
8407,709,563
8408,709,743
8409,709,792
8410,709,893
8411,709,919
8412,709,979
8413,710,980
8414,710,584
8415,710,935
8416,710,1168
8417,710,564
8418,710,1151
8419,711,132
8420,711,935
8421,711,280
8422,711,331
8423,712,263
8424,712,743
8425,712,1075
8426,712,236
8427,712,270
8428,712,1076
8429,712,979
8430,712,16
8431,712,395
8432,712,584
8433,713,16
8434,713,83
8435,713,194
8436,713,196
8437,713,236
8438,713,584
8439,713,743
8440,713,900
8441,713,935
8442,713,979
8443,713,1073
8444,713,1151
8445,713,1166
8446,714,395
8447,714,584
8448,714,936
8449,714,76
8450,714,226
8451,714,284
8452,714,318
8453,714,383
8454,714,396
8455,714,563
8456,714,736
8457,714,743
8458,714,1038
8459,714,1080
8460,714,1111
8461,714,1147
8462,714,514
8463,714,1049
8464,714,862
8465,714,900
8466,714,935
8467,714,1037
8468,714,16
8469,714,82
8470,714,83
8471,714,332
8472,714,894
8473,714,1166
8474,715,360
8475,715,360
8476,715,584
8477,715,936
8478,715,134
8479,715,132
8480,715,280
8481,715,935
8482,715,1037
8483,715,83
8484,715,596
8485,715,894
8486,716,360
8487,716,360
8488,716,584
8489,716,936
8490,716,226
8491,716,743
8492,716,1111
8493,716,1
8494,716,132
8495,716,935
8496,716,323
8497,716,596
8498,716,669
8499,716,1166
8500,717,595
8501,717,904
8502,717,139
8503,717,1105
8504,717,1049
8505,717,980
8506,717,1139
8507,717,198
8508,717,114
8509,717,16
8510,717,329
8511,717,340
8512,717,584
8513,718,109
8514,718,936
8515,718,226
8516,718,318
8517,718,429
8518,718,484
8519,718,736
8520,718,743
8521,718,904
8522,718,974
8523,718,1080
8524,718,1111
8525,718,1147
8526,718,380
8527,718,740
8528,718,182
8529,718,1105
8530,718,207
8531,718,411
8532,718,601
8533,718,1157
8534,718,159
8535,718,556
8536,718,785
8537,718,900
8538,718,1134
8539,718,266
8540,718,935
8541,718,1037
8542,718,596
8543,718,894
8544,718,1166
8545,719,229
8546,719,880
8547,719,584
8548,719,936
8549,719,76
8550,719,226
8551,719,318
8552,719,429
8553,719,484
8554,719,736
8555,719,743
8556,719,904
8557,719,1038
8558,719,1080
8559,719,1111
8560,719,1147
8561,719,380
8562,719,740
8563,719,182
8564,719,1105
8565,719,263
8566,719,207
8567,719,266
8568,719,789
8569,719,935
8570,719,1037
8571,719,77
8572,719,16
8573,719,83
8574,719,114
8575,719,596
8576,719,894
8577,719,1166
8578,720,83
8579,720,194
8580,720,196
8581,720,332
8582,720,368
8583,720,392
8584,720,395
8585,720,448
8586,720,481
8587,720,584
8588,720,743
8589,720,915
8590,720,975
8591,720,1075
8592,720,1084
8593,720,1151
8594,721,16
8595,721,194
8596,721,392
8597,721,915
8598,721,792
8599,721,797
8600,721,1073
8601,722,915
8602,722,1078
8603,723,392
8604,723,584
8605,723,686
8606,723,326
8607,723,361
8608,724,109
8609,724,23
8610,724,880
8611,724,584
8612,724,801
8613,724,936
8614,724,429
8615,724,563
8616,724,736
8617,724,743
8618,724,781
8619,724,1080
8620,724,1147
8621,724,263
8622,724,266
8623,724,1037
8624,724,16
8625,724,596
8626,724,894
8627,724,990
8628,724,788
8629,724,226
8630,724,318
8631,724,317
8632,724,448
8633,724,797
8634,724,980
8635,724,926
8636,724,1166
8637,724,207
8638,725,360
8639,725,360
8640,725,23
8641,725,880
8642,725,584
8643,725,936
8644,725,226
8645,725,318
8646,725,429
8647,725,736
8648,725,743
8649,725,781
8650,725,1080
8651,725,1147
8652,725,263
8653,725,207
8654,725,266
8655,725,1037
8656,725,16
8657,725,596
8658,725,926
8659,725,894
8660,725,990
8661,725,464
8662,725,788
8663,725,960
8664,725,563
8665,725,679
8666,725,789
8667,725,797
8668,725,823
8669,725,935
8670,725,980
8671,725,1166
8672,725,801
8673,725,280
8674,725,358
8675,726,788
8676,726,23
8677,726,880
8678,726,584
8679,726,801
8680,726,226
8681,726,318
8682,726,736
8683,726,743
8684,726,1147
8685,726,263
8686,726,785
8687,726,1037
8688,726,596
8689,726,926
8690,726,990
8691,727,82
8692,727,83
8693,727,107
8694,727,236
8695,727,108
8696,727,596
8697,727,723
8698,727,743
8699,727,785
8700,727,979
8701,727,1038
8702,727,1100
8703,727,1168
8704,728,226
8705,728,392
8706,728,655
8707,728,743
8708,728,811
8709,728,1147
8710,729,16
8711,729,84
8712,729,114
8713,729,318
8714,729,399
8715,729,596
8716,729,723
8717,729,736
8718,729,743
8719,729,975
8720,729,1151
8721,729,1166
8722,730,109
8723,730,395
8724,730,584
8725,730,936
8726,730,226
8727,730,318
8728,730,549
8729,730,736
8730,730,743
8731,730,781
8732,730,1038
8733,730,514
8734,730,207
8735,730,132
8736,730,935
8737,730,522
8738,730,82
8739,730,986
8740,730,83
8741,730,596
8742,730,669
8743,730,284
8744,730,1080
8745,730,424
8746,730,358
8747,730,16
8748,730,1067
8749,730,999
8750,731,362
8751,731,109
8752,731,395
8753,731,584
8754,731,936
8755,731,76
8756,731,226
8757,731,318
8758,731,384
8759,731,736
8760,731,743
8761,731,1080
8762,731,207
8763,731,369
8764,731,747
8765,731,189
8766,731,997
8767,731,522
8768,731,16
8769,731,82
8770,731,986
8771,731,83
8772,731,596
8773,731,894
8774,731,1166
8775,732,378
8776,732,460
8777,732,1067
8778,732,743
8779,732,811
8780,733,60
8781,733,596
8782,733,1085
8783,734,30
8784,734,392
8785,734,448
8786,734,584
8787,734,596
8788,735,207
8789,735,486
8790,735,596
8791,735,668
8792,735,743
8793,735,788
8794,735,957
8795,735,1089
8796,735,1166
8797,736,360
8798,736,890
8799,736,960
8800,737,596
8801,737,960
8802,738,392
8803,738,584
8804,738,596
8805,738,936
8806,738,961
8807,739,83
8808,739,318
8809,739,340
8810,739,919
8811,739,927
8812,739,935
8813,739,936
8814,740,584
8815,740,936
8816,740,226
8817,740,318
8818,740,743
8819,740,942
8820,740,1080
8821,740,280
8822,740,935
8823,740,16
8824,740,82
8825,740,270
8826,740,596
8827,740,83
8828,741,584
8829,741,936
8830,741,226
8831,741,318
8832,741,383
8833,741,743
8834,741,781
8835,741,942
8836,741,1080
8837,741,370
8838,741,935
8839,741,16
8840,741,83
8841,741,596
8842,741,669
8843,741,894
8844,742,116
8845,742,275
8846,742,584
8847,742,596
8848,742,935
8849,742,942
8850,742,1073
8851,743,16
8852,743,60
8853,743,82
8854,743,83
8855,743,132
8856,743,420
8857,743,549
8858,743,584
8859,743,792
8860,743,935
8861,743,957
8862,744,16
8863,744,60
8864,744,82
8865,744,83
8866,744,132
8867,744,420
8868,744,549
8869,744,584
8870,744,792
8871,744,935
8872,744,957
8873,744,323
8874,744,514
8875,744,665
8876,744,743
8877,744,956
8878,744,1111
8879,744,1138
8880,744,1166
8881,745,16
8882,745,202
8883,745,323
8884,745,420
8885,745,584
8886,745,957
8887,745,1073
8888,745,1168
8889,746,83
8890,746,135
8891,746,236
8892,746,392
8893,746,668
8894,746,670
8895,746,956
8896,747,360
8897,747,395
8898,747,584
8899,747,936
8900,747,76
8901,747,226
8902,747,284
8903,747,318
8904,747,563
8905,747,736
8906,747,743
8907,747,1080
8908,747,1147
8909,747,134
8910,747,1
8911,747,369
8912,747,132
8913,747,823
8914,747,935
8915,747,1037
8916,747,16
8917,747,82
8918,747,83
8919,747,596
8920,747,894
8921,747,1166
8922,748,16
8923,748,323
8924,748,332
8925,748,596
8926,748,792
8927,748,420
8928,748,1166
8929,749,55
8930,749,323
8931,749,596
8932,749,132
8933,749,957
8934,750,207
8935,750,318
8936,750,420
8937,750,596
8938,750,797
8939,750,956
8940,751,182
8941,751,236
8942,751,596
8943,751,797
8944,751,958
8945,751,1073
8946,752,207
8947,752,406
8948,752,556
8949,752,596
8950,752,740
8951,752,743
8952,752,958
8953,752,979
8954,752,1151
8955,752,1166
8956,753,107
8957,753,133
8958,753,226
8959,753,392
8960,753,420
8961,753,723
8962,753,935
8963,753,956
8964,754,360
8965,754,360
8966,754,395
8967,754,584
8968,754,936
8969,754,76
8970,754,226
8971,754,284
8972,754,318
8973,754,202
8974,754,387
8975,754,549
8976,754,563
8977,754,736
8978,754,737
8979,754,743
8980,754,781
8981,754,307
8982,754,207
8983,754,132
8984,754,935
8985,754,1037
8986,754,522
8987,754,16
8988,754,82
8989,754,986
8990,754,83
8991,754,669
8992,754,78
8993,755,64
8994,755,584
8995,755,811
8996,755,961
8997,756,288
8998,756,584
8999,756,596
9000,756,880
9001,756,961
9002,757,129
9003,757,132
9004,757,139
9005,757,202
9006,757,386
9007,757,420
9008,757,747
9009,757,596
9010,757,723
9011,757,935
9012,757,1073
9013,758,16
9014,758,82
9015,758,83
9016,758,114
9017,758,194
9018,758,226
9019,758,236
9020,758,293
9021,758,340
9022,758,584
9023,758,743
9024,758,747
9025,758,792
9026,758,980
9027,758,990
9028,758,1100
9029,759,84
9030,759,114
9031,759,194
9032,759,196
9033,759,236
9034,759,332
9035,759,392
9036,759,584
9037,759,935
9038,759,222
9039,759,1073
9040,759,1130
9041,760,60
9042,760,226
9043,760,460
9044,760,665
9045,760,743
9046,760,792
9047,760,1111
9048,760,1127
9049,760,1137
9050,760,1139
9051,761,11
9052,761,194
9053,761,554
9054,761,584
9055,761,596
9056,761,723
9057,761,797
9058,761,979
9059,762,405
9060,762,23
9061,762,76
9062,762,226
9063,762,284
9064,762,396
9065,762,484
9066,762,685
9067,762,736
9068,762,743
9069,762,748
9070,762,942
9071,762,991
9072,762,1080
9073,762,1147
9074,762,207
9075,762,679
9076,762,789
9077,762,1037
9078,762,596
9079,762,894
9080,763,107
9081,763,236
9082,763,282
9083,763,226
9084,763,492
9085,763,596
9086,763,743
9087,763,934
9088,763,1097
9089,763,1147
9090,764,16
9091,764,23
9092,764,64
9093,764,139
9094,764,226
9095,764,236
9096,764,332
9097,764,392
9098,764,668
9099,764,743
9100,764,880
9101,764,1078
9102,765,936
9103,765,76
9104,765,226
9105,765,318
9106,765,743
9107,765,974
9108,765,1080
9109,765,280
9110,765,935
9111,765,83
9112,765,270
9113,765,596
9114,765,894
9115,766,194
9116,766,236
9117,766,275
9118,766,369
9119,766,383
9120,766,670
9121,766,723
9122,766,976
9123,766,979
9124,766,1151
9125,767,584
9126,767,936
9127,767,226
9128,767,318
9129,767,396
9130,767,641
9131,767,781
9132,767,1080
9133,767,595
9134,767,207
9135,767,132
9136,767,280
9137,767,935
9138,767,1037
9139,767,16
9140,767,596
9141,767,743
9142,768,16
9143,768,192
9144,768,194
9145,768,198
9146,768,236
9147,768,340
9148,768,584
9149,768,643
9150,768,935
9151,768,1073
9152,769,207
9153,769,392
9154,769,30
9155,769,584
9156,769,668
9157,769,988
9158,769,1031
9159,770,988
9160,770,207
9161,770,30
9162,770,584
9163,770,1044
9164,771,270
9165,771,280
9166,771,681
9167,771,989
9168,772,281
9169,772,71
9170,772,76
9171,772,284
9172,772,318
9173,772,388
9174,772,662
9175,772,429
9176,772,484
9177,772,563
9178,772,641
9179,772,743
9180,772,748
9181,772,1080
9182,772,369
9183,772,189
9184,772,980
9185,772,16
9186,772,83
9187,772,270
9188,772,596
9189,772,1166
9190,772,1147
9191,773,16
9192,773,83
9193,773,114
9194,773,132
9195,773,194
9196,773,332
9197,773,747
9198,773,596
9199,773,677
9200,773,785
9201,773,792
9202,773,935
9203,773,936
9204,774,82
9205,774,138
9206,774,270
9207,774,340
9208,774,743
9209,774,935
9210,774,991
9211,774,1151
9212,775,82
9213,775,138
9214,775,270
9215,775,340
9216,775,743
9217,775,935
9218,775,991
9219,775,1151
9220,776,63
9221,776,448
9222,776,584
9223,776,665
9224,777,16
9225,777,83
9226,777,132
9227,777,378
9228,777,420
9229,777,430
9230,777,584
9231,777,797
9232,777,956
9233,778,16
9234,778,192
9235,778,207
9236,778,332
9237,778,392
9238,778,584
9239,778,670
9240,778,743
9241,779,16
9242,779,82
9243,779,83
9244,779,392
9245,779,584
9246,779,655
9247,779,792
9248,780,60
9249,780,30
9250,780,584
9251,780,698
9252,780,1044
9253,781,154
9254,781,194
9255,781,448
9256,781,1114
9257,782,584
9258,782,936
9259,782,226
9260,782,318
9261,782,736
9262,782,743
9263,782,999
9264,782,1080
9265,782,370
9266,782,935
9267,782,16
9268,782,82
9269,782,83
9270,782,596
9271,782,669
9272,782,894
9273,783,16
9274,783,60
9275,783,212
9276,783,217
9277,783,392
9278,783,406
9279,783,448
9280,783,508
9281,783,584
9282,783,596
9283,783,669
9284,783,811
9285,783,1025
9286,783,1078
9287,783,1085
9288,783,1166
9289,784,16
9290,784,112
9291,784,318
9292,784,332
9293,784,337
9294,784,743
9295,784,792
9296,784,828
9297,784,935
9298,784,979
9299,784,211
9300,785,16
9301,785,114
9302,785,194
9303,785,219
9304,785,392
9305,785,395
9306,785,399
9307,785,584
9308,785,596
9309,785,797
9310,785,980
9311,785,1085
9312,785,1118
9313,785,1166
9314,786,392
9315,786,584
9316,786,596
9317,786,669
9318,787,323
9319,787,736
9320,787,211
9321,788,60
9322,788,743
9323,788,811
9324,788,1007
9325,788,1136
9326,789,788
9327,789,23
9328,789,64
9329,789,880
9330,789,584
9331,789,801
9332,789,226
9333,789,318
9334,789,496
9335,789,743
9336,789,1066
9337,789,1111
9338,789,1147
9339,789,182
9340,789,514
9341,789,218
9342,789,263
9343,789,53
9344,789,1037
9345,789,596
9346,789,1006
