id,food_no,ingre_no
2096,181,377
2097,181,386
2098,182,313
2099,182,418
2100,182,731
2101,182,734
2102,182,769
2103,182,1048
2104,183,16
2105,183,60
2106,183,214
2107,183,386
2108,183,393
2109,183,414
2110,183,574
2111,183,586
2112,183,731
2113,183,1062
2114,183,1146
2115,184,112
2116,184,215
2117,184,313
2118,184,487
2119,184,731
2120,184,1146
2121,185,224
2122,185,71
2123,185,76
2124,185,222
2125,185,313
2126,185,423
2127,185,476
2128,185,553
2129,185,631
2130,185,724
2131,185,731
2132,185,736
2133,185,1021
2134,185,1062
2135,185,180
2136,185,1079
2137,185,214
2138,185,218
2139,185,204
2140,185,363
2141,185,364
2142,185,546
2143,185,548
2144,185,920
2145,185,77
2146,185,16
2147,185,80
2148,185,81
2149,185,265
2150,185,586
2151,185,880
2152,185,1146
2153,185,162
2154,185,276
2155,185,377
2156,185,180
2157,185,187
2158,185,275
2159,185,963
2160,185,1020
2161,186,16
2162,186,80
2163,186,82
2164,186,209
2165,186,230
2166,186,231
2167,186,406
2168,186,574
2169,186,920
2170,186,963
2171,187,224
2172,187,276
2173,187,76
2174,187,313
2175,187,553
2176,187,731
2177,187,1021
2178,187,1062
2179,187,1079
2180,187,214
2181,187,218
2182,187,204
2183,187,920
2184,187,594
2185,187,16
2186,187,586
2187,187,880
2188,187,1146
2189,187,78
2190,187,23
2191,187,410
2192,187,377
2193,187,230
2194,187,363
2195,187,187
2196,187,963
2197,187,825
2198,187,222
2199,187,107
2200,188,399
2201,188,921
2202,188,313
2203,188,731
2204,188,1062
2205,188,214
2206,188,442
2207,188,1020
2208,188,16
2209,188,81
2210,188,586
2211,188,1049
2212,188,1146
2213,188,78
2214,188,403
2215,188,866
2216,188,389
2217,188,574
2218,188,553
2219,188,668
2220,188,784
2221,188,920
2222,188,963
2223,188,80
2224,188,112
2225,188,1066
2226,188,237
2227,188,76
2228,188,810
2229,188,989
2230,188,307
2231,188,983
2232,189,16
2233,189,112
2234,189,192
2235,189,214
2236,189,231
2237,189,386
2238,189,574
2239,189,1146
2240,190,399
2241,190,389
2242,190,574
2243,190,921
2244,190,313
2245,190,553
2246,190,731
2247,190,214
2248,190,668
2249,190,784
2250,190,1020
2251,190,963
2252,190,16
2253,190,81
2254,190,112
2255,190,586
2256,190,1049
2257,190,1109
2258,190,1146
2259,190,237
2260,190,76
2261,190,1093
2262,190,920
2263,190,80
2264,190,326
2265,190,989
2266,190,1066
2267,190,983
2268,190,403
2269,191,16
2270,191,24
2271,191,112
2272,191,185
2273,191,192
2274,191,209
2275,191,386
2276,191,574
2277,191,798
2278,191,963
2279,191,1109
2280,192,399
2281,192,389
2282,192,574
2283,192,313
2284,192,553
2285,192,731
2286,192,214
2287,192,442
2288,192,668
2289,192,784
2290,192,1020
2291,192,963
2292,192,16
2293,192,80
2294,192,81
2295,192,586
2296,192,989
2297,192,1049
2298,192,1109
2299,192,1146
2300,192,403
2301,192,237
2302,192,76
2303,192,920
2304,192,112
2305,192,326
2306,192,1066
2307,193,23
2308,193,389
2309,193,574
2310,193,76
2311,193,222
2312,193,279
2313,193,313
2314,193,553
2315,193,731
2316,193,1062
2317,193,180
2318,193,180
2319,193,1079
2320,193,214
2321,193,16
2322,193,80
2323,193,81
2324,193,326
2325,193,586
2326,193,880
2327,193,1146
2328,193,921
2329,193,724
2330,193,920
2331,193,356
2332,193,1020
2333,194,356
2334,194,389
2335,194,921
2336,194,76
2337,194,222
2338,194,313
2339,194,553
2340,194,731
2341,194,1062
2342,194,1093
2343,194,1031
2344,194,275
2345,194,312
2346,194,784
2347,194,920
2348,194,1020
2349,194,594
2350,194,16
2351,194,80
2352,194,81
2353,194,586
2354,194,880
2355,194,1146
2356,195,80
2357,195,81
2358,195,192
2359,195,216
2360,195,574
2361,195,1062
2362,195,16
2363,195,920
2364,195,963
2365,195,1055
2366,195,1057
2367,195,1146
2368,196,16
2369,196,81
2370,196,326
2371,196,386
2372,196,574
2373,196,586
2374,196,594
2375,196,657
2376,196,724
2377,196,779
2378,196,1148
2379,197,943
2380,197,410
2381,197,822
2382,197,313
2383,197,476
2384,197,553
2385,197,230
2386,197,214
2387,197,594
2388,197,586
2389,197,1146
2390,198,16
2391,198,64
2392,198,192
2393,198,215
2394,198,326
2395,198,391
2396,198,487
2397,198,779
2398,198,1146
2399,199,23
2400,199,80
2401,199,81
2402,199,105
2403,199,207
2404,199,222
2405,199,231
2406,199,313
2407,199,386
2408,199,574
2409,199,731
2410,199,962
2411,200,356
2412,200,23
2413,200,64
2414,200,389
2415,200,574
2416,200,921
2417,200,222
2418,200,313
2419,200,553
2420,200,724
2421,200,731
2422,200,1062
2423,200,1093
2424,200,1127
2425,200,214
2426,200,920
2427,200,1020
2428,200,16
2429,200,80
2430,200,81
2431,200,112
2432,200,326
2433,200,586
2434,200,1146
2435,200,76
2436,200,810
2437,200,1049
2438,201,208
2439,201,213
2440,201,222
2441,201,231
2442,201,414
2443,201,218
2444,201,586
2445,201,16
2446,201,920
2447,202,16
2448,202,81
2449,202,112
2450,202,192
2451,202,207
2452,202,231
2453,202,326
2454,202,332
2455,202,386
2456,202,574
2457,202,920
2458,202,1021
2459,202,1055
2460,203,16
2461,203,23
2462,203,81
2463,203,192
2464,203,207
2465,203,313
2466,203,332
2467,203,574
2468,203,586
2469,203,658
2470,203,731
2471,203,920
2472,203,995
2473,203,1062
2474,203,1146
2475,204,60
2476,204,215
2477,204,393
2478,204,554
2479,204,574
2480,204,586
2481,204,866
2482,204,904
2483,204,1148
2484,205,16
2485,205,222
2486,205,386
2487,205,393
2488,205,574
2489,205,127
2490,205,797
2491,205,920
2492,206,23
2493,206,76
2494,206,137
2495,206,188
2496,206,192
2497,206,231
2498,206,657
2499,206,731
2500,206,940
2501,206,962
2502,206,16
2503,206,81
2504,206,106
2505,206,185
2506,206,192
2507,206,226
2508,206,231
2509,206,233
2510,206,270
2511,206,362
2512,206,377
2513,206,386
2514,206,553
2515,206,586
2516,206,675
2517,206,731
2518,206,896
2519,206,962
2520,206,963
2521,206,1079
2522,206,1127
2523,206,1131
2524,207,866
2525,207,389
2526,207,574
2527,207,276
2528,207,286
2529,207,921
2530,207,76
2531,207,222
2532,207,279
2533,207,313
2534,207,390
2535,207,553
2536,207,731
2537,207,1021
2538,207,1062
2539,207,180
2540,207,226
2541,207,363
2542,207,392
2543,207,187
2544,207,275
2545,207,920
2546,207,16
2547,207,80
2548,207,81
2549,207,265
2550,207,326
2551,207,586
2552,207,880
2553,207,1146
2554,208,231
2555,208,313
2556,208,377
2557,208,390
2558,208,553
2559,208,558
2560,208,586
2561,208,594
2562,208,675
2563,208,731
2564,208,1021
2565,209,24
2566,209,81
2567,209,105
2568,209,185
2569,209,192
2570,209,334
2571,209,360
2572,209,386
2573,209,574
2574,209,904
2575,209,962
2576,209,963
2577,209,1146
2578,210,16
2579,210,80
2580,210,81
2581,210,192
2582,210,326
2583,210,386
2584,210,554
2585,210,779
2586,210,920
2587,210,1055
2588,210,1082
2589,210,1146
2590,211,40
2591,211,105
2592,211,233
2593,211,275
2594,211,326
2595,211,586
2596,212,389
2597,212,574
2598,212,921
2599,212,76
2600,212,234
2601,212,313
2602,212,553
2603,212,1062
2604,212,275
2605,212,920
2606,212,1020
2607,212,16
2608,212,80
2609,212,81
2610,213,389
2611,213,574
2612,213,921
2613,213,76
2614,213,234
2615,213,313
2616,213,390
2617,213,1062
2618,213,920
2619,213,16
2620,213,80
2621,213,81
2622,213,586
2623,213,658
2624,213,880
2625,214,421
2626,214,594
2627,214,557
2628,215,16
2629,215,55
2630,215,238
2631,215,386
2632,215,476
2633,215,658
2634,215,731
2635,215,1062
2636,216,63
2637,216,574
2638,216,657
2639,217,239
2640,217,586
2641,217,920
2642,218,80
2643,218,81
2644,218,136
2645,218,231
2646,218,313
2647,218,574
2648,218,586
2649,218,658
2650,218,1056
2651,219,136
2652,219,192
2653,219,196
2654,219,239
2655,219,574
2656,219,586
2657,219,658
2658,219,769
2659,219,920
2660,219,1055
2661,220,237
2662,220,586
2663,220,781
2664,220,783
2665,220,553
2666,220,1148
2667,221,16
2668,221,231
2669,221,241
2670,221,386
2671,221,553
2672,221,574
2673,221,657
2674,221,958
2675,221,594
2676,221,1131
2677,222,242
2678,223,80
2679,223,136
2680,223,192
2681,223,265
2682,223,334
2683,223,779
2684,223,920
2685,223,1089
2686,224,16
2687,224,81
2688,224,208
2689,224,213
2690,224,222
2691,224,242
2692,224,476
2693,224,731
2694,224,769
2695,224,920
2696,224,1055
2697,224,1071
2698,225,130
2699,225,199
2700,225,414
2701,225,648
2702,225,723
2703,225,920
2704,225,1055
2705,226,389
2706,226,574
2707,226,921
2708,226,222
2709,226,243
2710,226,313
2711,226,731
2712,226,1071
2713,226,332
2714,226,275
2715,226,920
2716,226,512
2717,226,80
2718,226,81
2719,226,265
2720,226,586
2721,226,658
2722,226,769
2723,226,1048
2724,226,1062
2725,226,418
2726,226,504
2727,226,16
2728,226,364
2729,226,969
2730,227,80
2731,227,81
2732,227,243
2733,227,334
2734,227,574
2735,227,658
2736,227,731
2737,227,920
2738,227,1055
2739,228,134
2740,228,243
2741,228,386
2742,228,586
2743,228,769
2744,228,880
2745,228,944
2746,228,1062
2747,229,16
2748,229,60
2749,229,71
2750,229,80
2751,229,192
2752,229,222
2753,229,239
2754,229,275
2755,229,414
2756,229,586
2757,229,648
2758,229,657
2759,229,711
2760,229,920
2761,229,1021
2762,229,354
2763,229,354
2764,229,389
2765,229,574
2766,229,276
2767,229,921
2768,229,313
2769,229,377
2770,229,476
2771,229,539
2772,229,553
2773,229,731
2774,229,769
2775,229,974
2776,229,1062
2777,229,1127
2778,229,64
2779,229,180
2780,229,1087
2781,229,585
2782,229,204
2783,229,130
2784,229,312
2785,229,1020
2786,229,512
2787,229,81
2788,229,658
2789,229,880
2790,229,1146
2791,230,756
2792,230,60
2793,230,400
2794,230,1062
2795,230,318
2796,230,304
2797,230,195
2798,231,222
2799,231,377
2800,231,512
2801,231,553
2802,231,560
2803,231,586
2804,231,912
2805,231,1057
2806,232,81
2807,232,105
2808,232,106
2809,232,185
2810,232,231
2811,232,248
2812,232,192
2813,232,377
2814,232,386
2815,232,731
2816,232,904
2817,232,586
2818,232,963
2819,232,1148
2820,233,399
2821,233,152
2822,233,574
2823,233,921
2824,233,222
2825,233,313
2826,233,553
2827,233,731
2828,233,772
2829,233,1066
2830,233,301
2831,233,302
2832,233,1068
2833,233,204
2834,233,366
2835,233,668
2836,233,1020
2837,233,963
2838,233,318
2839,233,586
2840,233,658
2841,233,1146
2842,233,56
2843,234,81
2844,234,192
2845,234,231
2846,234,248
2847,234,265
2848,234,270
2849,234,377
2850,234,731
2851,234,815
2852,235,399
2853,235,76
2854,235,1062
2855,235,204
2856,235,366
2857,235,668
2858,235,777
2859,235,810
2860,235,1020
2861,235,586
2862,235,1146
2863,236,389
2864,236,574
2865,236,76
2866,236,313
2867,236,377
2868,236,553
2869,236,731
2870,236,1062
2871,236,366
2872,236,920
2873,236,16
2874,236,80
2875,236,81
2876,236,326
2877,236,586
2878,236,880
2879,236,1146
2880,237,270
2881,237,76
2882,237,313
2883,237,377
2884,237,378
2885,237,390
2886,237,553
2887,237,675
2888,237,731
2889,237,1021
2890,237,1062
2891,237,1079
2892,237,363
2893,237,366
2894,237,187
2895,237,963
2896,237,80
2897,237,81
2898,237,265
2899,237,586
2900,237,880
2901,237,1146
2902,238,16
2903,238,75
2904,238,231
2905,238,248
2906,238,313
2907,238,386
2908,238,574
2909,238,586
2910,238,731
2911,238,920
2912,238,944
2913,238,962
2914,238,1021
2915,238,1146
2916,239,24
2917,239,152
2918,239,192
2919,239,231
2920,239,197
2921,239,386
2922,239,544
2923,239,326
2924,239,574
2925,239,904
2926,239,920
2927,239,1146
2928,240,16
2929,240,192
2930,240,331
2931,240,557
2932,240,920
2933,240,963
2934,240,1146
2935,241,389
2936,241,574
2937,241,921
2938,241,313
2939,241,553
2940,241,731
2941,241,1062
2942,241,418
2943,241,504
2944,241,1031
2945,241,258
2946,241,920
2947,241,1020
2948,241,77
2949,241,512
2950,241,16
2951,241,326
2952,241,880
2953,241,1146
2954,241,152
2955,241,1066
2956,241,302
2957,241,332
2958,241,1068
2959,241,963
2960,241,112
2961,241,1049
2962,241,1109
2963,241,403
2964,242,15
2965,242,23
2966,242,80
2967,242,81
2968,242,231
2969,242,249
2970,242,257
2971,242,574
2972,242,731
2973,242,779
2974,242,904
2975,242,920
2976,242,1146
2977,243,16
2978,243,192
2979,243,204
2980,243,533
2981,243,326
2982,243,574
2983,243,731
2984,243,150
2985,243,151
2986,243,258
2987,243,313
2988,243,352
2989,243,386
2990,243,389
2991,243,594
2992,243,731
2993,244,16
2994,244,192
2995,244,204
2996,244,533
2997,244,326
2998,244,574
2999,244,731
3000,245,80
3001,245,81
3002,245,132
3003,245,192
3004,245,231
3005,245,258
3006,245,323
3007,245,326
3008,245,779
3009,245,127
3010,245,1055
3011,245,1146
3012,246,80
3013,246,105
3014,246,133
3015,246,192
3016,246,231
3017,246,258
3018,246,386
3019,246,393
3020,246,586
3021,246,659
3022,246,731
3023,246,920
3024,246,958
3025,246,1146
3026,247,81
3027,247,105
3028,247,132
3029,247,231
3030,247,258
3031,247,265
3032,247,386
3033,247,554
3034,247,574
3035,247,731
3036,247,962
3037,247,963
3038,247,1148
3039,248,180
3040,248,258
3041,248,424
3042,248,586
3043,248,1060
3044,248,1146
3045,249,354
3046,249,457
3047,249,943
3048,249,866
3049,249,389
3050,249,574
3051,249,921
3052,249,76
3053,249,222
3054,249,279
3055,249,313
3056,249,553
3057,249,724
3058,249,731
3059,249,1062
3060,249,1093
3061,249,132
3062,249,180
3063,249,1079
3064,249,1087
3065,249,258
3066,249,204
3067,249,130
3068,249,920
3069,249,1020
3070,249,16
3071,249,80
3072,249,81
3073,249,326
3074,249,586
3075,249,1146
3076,250,16
3077,250,192
3078,250,258
3079,250,433
3080,250,574
3081,250,920
3082,250,1055
3083,250,1131
3084,250,1148
3085,251,23
3086,251,389
3087,251,574
3088,251,921
3089,251,76
3090,251,222
3091,251,313
3092,251,553
3093,251,724
3094,251,731
3095,251,1062
3096,251,180
3097,251,728
3098,251,180
3099,251,1079
3100,251,1087
3101,251,332
3102,251,258
3103,251,920
3104,251,1020
3105,251,594
3106,251,16
3107,251,80
3108,251,81
3109,251,880
3110,251,1146
3111,251,476
3112,251,1093
3113,251,418
3114,251,1031
3115,251,275
3116,251,326
3117,251,586
3118,251,1071
3119,251,504
3120,251,1068
3121,251,112
3122,252,356
3123,252,389
3124,252,574
3125,252,921
3126,252,76
3127,252,222
3128,252,313
3129,252,553
3130,252,724
3131,252,731
3132,252,1062
3133,252,1127
3134,252,1079
3135,252,332
3136,252,418
3137,252,504
3138,252,258
3139,252,773
3140,252,275
3141,252,920
3142,252,1020
3143,252,594
3144,252,16
3145,252,80
3146,252,81
3147,252,586
3148,252,880
3149,252,1146
3150,252,279
3151,252,1093
3152,252,180
3153,252,326
3154,253,776
3155,253,23
3156,253,866
3157,253,389
3158,253,574
3159,253,921
3160,253,76
3161,253,222
3162,253,313
3163,253,553
3164,253,724
3165,253,731
3166,253,957
3167,253,1062
3168,253,1127
3169,253,1079
3170,253,418
3171,253,1031
3172,253,258
3173,253,920
3174,253,1020
3175,253,16
3176,253,81
3177,253,326
3178,253,911
3179,253,1146
3180,253,973
3181,254,16
3182,254,192
3183,254,258
3184,254,326
3185,254,332
3186,254,386
3187,254,554
3188,254,732
3189,254,779
3190,254,912
3191,254,920
3192,254,1148
3193,255,60
3194,255,173
3195,255,259
3196,255,586
3197,255,657
3198,255,731
3199,255,1146
3200,256,16
3201,256,260
3202,256,386
3203,256,532
3204,256,731
3205,256,779
3206,256,962
3207,256,1057
3208,256,1058
3209,257,290
3210,257,224
3211,257,574
3212,257,270
3213,257,76
3214,257,313
3215,257,476
3216,257,553
3217,257,731
3218,257,1062
3219,257,1127
3220,257,180
3221,257,1079
3222,257,1087
3223,257,258
3224,257,848
3225,257,16
3226,257,81
3227,257,265
3228,257,586
3229,257,880
3230,257,1146
3231,258,356
3232,258,23
3233,258,389
3234,258,574
3235,258,410
3236,258,921
3237,258,76
3238,258,222
3239,258,313
3240,258,553
3241,258,724
3242,258,731
3243,258,1021
3244,258,1062
3245,258,1093
3246,258,1127
3247,258,1087
3248,258,418
3249,258,1031
3250,258,258
3251,258,920
3252,258,16
3253,258,80
3254,258,81
3255,258,326
3256,258,1146
3257,259,112
3258,259,192
3259,259,259
3260,259,315
3261,259,326
3262,259,1071
3263,259,586
3264,259,657
3265,259,1055
3266,259,1148
3267,260,76
3268,260,81
3269,260,192
3270,260,231
3271,260,258
3272,260,265
3273,260,920
3274,260,1021
3275,261,16
3276,261,80
3277,261,81
3278,261,112
3279,261,192
3280,261,231
3281,261,262
3282,261,313
3283,261,554
3284,261,574
3285,261,586
3286,261,731
3287,261,779
3288,261,920
3289,261,962
3290,261,1146
3291,262,16
3292,262,313
3293,262,326
3294,262,332
3295,262,386
3296,262,389
3297,262,574
3298,262,920
3299,262,1058
3300,263,313
3301,263,386
3302,263,548
3303,263,880
3304,264,134
3305,264,192
3306,264,231
3307,264,258
3308,264,574
3309,264,731
3310,264,920
3311,264,1055
3312,264,1146
3313,265,356
3314,265,389
3315,265,574
3316,265,921
3317,265,222
3318,265,313
3319,265,553
3320,265,724
3321,265,731
3322,265,1062
3323,265,1093
3324,265,180
3325,265,180
3326,265,1079
3327,265,1087
3328,265,332
3329,265,418
3330,265,504
3331,265,258
3332,265,275
3333,265,920
3334,265,1020
3335,265,16
3336,265,326
3337,265,586
3338,265,1146
3339,265,224
3340,265,76
3341,265,279
3342,265,65
3343,265,112
3344,266,389
3345,266,574
3346,266,921
3347,266,76
3348,266,222
3349,266,279
3350,266,313
3351,266,553
3352,266,724
3353,266,731
3354,266,1021
3355,266,1062
3356,266,1093
3357,266,180
3358,266,1079
3359,266,1087
3360,266,418
3361,266,1031
3362,266,1068
3363,266,258
3364,266,275
3365,266,920
3366,266,1020
3367,266,16
3368,266,80
3369,266,81
3370,266,326
3371,266,1146
3372,266,180
3373,266,504
3374,266,586
3375,266,880
3376,267,80
3377,267,81
3378,267,105
3379,267,231
3380,267,265
3381,267,270
3382,267,711
3383,267,731
3384,267,916
3385,267,962
3386,267,1079
3387,268,81
3388,268,334
3389,268,969
3390,268,1055
3391,269,23
3392,269,80
3393,269,192
3394,269,258
3395,269,270
3396,269,386
3397,269,196
3398,269,711
3399,269,731
3400,269,962
3401,270,80
3402,270,81
3403,270,132
3404,270,192
3405,270,533
3406,270,270
3407,270,554
3408,270,574
3409,270,592
3410,270,731
3411,270,779
3412,270,904
3413,271,389
3414,271,574
3415,271,270
3416,271,921
3417,271,76
3418,271,313
3419,271,731
3420,271,1062
3421,271,132
3422,271,258
3423,271,275
3424,271,777
3425,271,920
3426,271,1020
3427,271,81
3428,271,880
3429,271,1146
3430,272,270
3431,272,76
3432,272,313
3433,272,377
3434,272,731
3435,272,1062
3436,272,1127
3437,272,1079
3438,272,363
3439,272,187
3440,272,16
3441,272,265
3442,272,880
3443,273,377
3444,273,962
3445,273,386
3446,273,265
3447,273,81
3448,273,313
3449,273,586
3450,273,1146
3451,273,1062
3452,274,270
3453,274,323
3454,274,386
3455,274,574
3456,274,586
3457,274,920
3458,274,1055
3459,274,1148
3460,275,399
3461,275,270
3462,275,1062
3463,275,204
3464,275,1020
3465,275,586
3466,276,224
3467,276,270
3468,276,76
3469,276,222
3470,276,313
3471,276,377
3472,276,378
3473,276,423
3474,276,476
3475,276,731
3476,276,1021
3477,276,1062
3478,276,1127
3479,276,180
3480,276,180
3481,276,1079
3482,276,1087
3483,276,363
3484,276,405
3485,276,157
3486,276,548
3487,276,187
3488,276,275
3489,276,16
3490,276,81
3491,276,586
3492,276,880
3493,276,1146
3494,277,389
3495,277,574
3496,277,270
3497,277,921
3498,277,76
3499,277,313
3500,277,731
3501,277,1062
3502,277,275
3503,277,668
3504,277,920
3505,277,1020
3506,277,16
3507,277,80
3508,277,81
3509,277,326
3510,277,586
3511,277,880
3512,278,276
3513,278,313
3514,278,377
3515,278,731
3516,278,1062
3517,278,363
3518,278,187
3519,278,275
3520,278,920
3521,278,16
3522,278,586
3523,278,1146
3524,278,76
3525,278,880
3526,279,995
3527,279,363
3528,279,277
3529,279,731
3530,279,711
3531,279,222
3532,279,231
3533,280,186
3534,280,231
3535,280,586
3536,280,1079
3537,281,204
3538,281,259
3539,281,400
3540,281,557
3541,281,586
3542,281,1146
3543,282,16
3544,282,112
3545,282,307
3546,282,313
3547,282,326
3548,282,386
3549,282,416
3550,282,442
3551,282,574
3552,282,585
3553,282,586
3554,282,694
3555,282,784
3556,282,1146
3557,283,16
3558,283,326
3559,283,389
3560,283,574
3561,283,920
3562,283,1055
3563,284,24
3564,284,152
3565,284,192
3566,284,231
3567,284,197
3568,284,386
3569,284,544
3570,284,326
3571,284,574
3572,284,904
3573,284,920
3574,284,1146
3575,285,80
3576,285,288
3577,285,779
3578,285,1008
3579,286,16
3580,286,231
3581,286,289
3582,286,326
3583,286,386
3584,286,593
3585,286,731
3586,286,920
3587,286,1148
3588,287,204
3589,287,231
3590,287,289
3591,287,290
3592,287,386
3593,287,731
3594,287,962
3595,287,1131
3596,288,162
3597,288,192
3598,288,204
3599,288,231
3600,288,289
3601,288,503
3602,288,586
3603,288,1148
3604,289,105
3605,289,185
3606,289,204
3607,289,222
3608,289,231
3609,289,288
3610,289,162
3611,289,360
3612,289,586
3613,289,711
3614,289,731
3615,289,920
3616,289,1146
3617,290,16
3618,290,231
3619,290,289
3620,290,326
3621,290,386
3622,290,593
3623,290,731
3624,290,920
3625,290,1148
3626,291,356
3627,291,389
3628,291,574
3629,291,921
3630,291,222
3631,291,313
3632,291,390
3633,291,553
3634,291,731
3635,291,769
3636,291,1062
3637,291,1093
3638,291,180
3639,291,1087
3640,291,585
3641,291,204
3642,291,275
3643,291,920
3644,291,1020
3645,291,963
3646,291,16
3647,291,112
3648,291,1146
3649,291,724
3650,291,258
3651,291,735
3652,291,810
3653,291,180
3654,291,880
3655,292,290
3656,292,318
3657,292,574
3658,293,16
3659,293,80
3660,293,81
3661,293,192
3662,293,224
3663,293,231
3664,293,326
3665,293,386
3666,293,574
3667,293,735
3668,293,779
3669,293,1146
3670,294,82
3671,294,112
3672,294,204
3673,294,215
3674,294,218
3675,294,231
3676,294,313
3677,294,316
3678,294,553
3679,294,574
3680,294,636
3681,294,889
3682,294,904
3683,294,920
3684,294,966
3685,294,1136
3686,294,1146
3687,295,11
3688,295,60
3689,295,657
3690,295,962
3691,295,1060
3692,295,1131
3693,296,60
3694,296,30
3695,296,561
3696,296,574
3697,296,657
3698,296,798
3699,297,204
3700,297,30
3701,297,442
3702,297,574
3703,297,586
3704,297,798
3705,298,192
3706,298,318
3707,298,574
3708,298,586
3709,298,654
3710,299,16
3711,299,315
3712,299,326
3713,299,386
3714,299,574
3715,299,658
3716,300,389
3717,300,574
3718,300,921
3719,300,1062
3720,300,332
3721,300,275
3722,300,920
3723,300,80
3724,300,81
3725,300,880
3726,301,389
3727,301,574
3728,301,921
3729,301,313
3730,301,315
3731,301,731
3732,301,920
3733,301,16
3734,301,80
3735,301,81
3736,301,586
3737,301,658
3738,302,315
3739,302,16
3740,302,779
3741,302,136
3742,302,920
3743,302,586
3744,303,389
3745,303,574
3746,303,921
3747,303,313
3748,303,315
3749,303,731
3750,303,1062
3751,303,546
3752,303,275
3753,303,668
3754,303,810
3755,303,920
3756,303,1020
3757,303,16
3758,303,80
3759,303,586
3760,303,81
3761,304,204
3762,304,315
3763,304,533
3764,304,586
3765,304,784
3766,305,315
3767,305,16
3768,305,105
3769,305,326
3770,305,779
3771,305,784
3772,305,920
3773,305,1055
3774,305,386
3775,306,1065
3776,306,776
3777,306,574
3778,306,222
3779,306,724
3780,306,731
3781,306,769
3782,306,1093
3783,306,1118
3784,306,53
3785,306,318
3786,306,586
3787,307,112
3788,307,192
3789,307,222
3790,307,270
3791,307,657
3792,307,711
3793,307,731
3794,307,779
3795,307,904
3796,307,920
3797,308,60
3798,308,80
3799,308,81
3800,308,135
3801,308,192
3802,308,208
3803,308,213
3804,308,348
3805,308,362
3806,308,377
3807,308,539
3808,308,557
3809,308,574
3810,308,658
3811,308,731
3812,308,746
3813,308,769
3814,308,920
3815,308,1031
3816,308,1048
3817,309,16
3818,309,80
3819,309,135
3820,309,192
3821,309,162
3822,309,386
3823,309,779
3824,309,920
3825,309,1008
3826,309,323
3827,309,687
3828,309,1055
3829,310,222
3830,310,313
3831,310,731
3832,310,1062
3833,310,1127
3834,310,585
3835,310,204
3836,310,363
3837,310,130
3838,310,187
3839,310,920
3840,310,16
3841,310,326
3842,310,586
3843,310,1146
3844,310,162
3845,310,23
3846,310,275
3847,310,880
3848,311,105
3849,311,204
3850,311,231
3851,311,363
3852,311,162
3853,311,586
3854,311,1146
3855,311,187
3856,312,60
3857,312,386
3858,312,389
3859,312,30
3860,312,442
3861,312,574
3862,312,586
3863,312,1125
3864,313,231
3865,313,313
3866,313,325
3867,313,363
3868,313,731
3869,313,962
3870,313,187
3871,314,60
3872,314,324
3873,314,478
3874,314,586
3875,314,657
3876,314,731
3877,315,110
3878,315,114
3879,315,313
3880,315,330
3881,315,636
3882,315,644
3883,315,712
3884,315,781
3885,315,783
3886,315,912
3887,316,80
3888,316,265
3889,316,333
3890,316,334
3891,316,920
3892,317,80
3893,317,81
3894,317,110
3895,317,326
3896,317,332
3897,317,372
3898,317,574
3899,317,731
3900,317,779
3901,317,904
3902,317,920
3903,317,962
3904,317,1148
3905,318,16
3906,318,23
3907,318,222
3908,318,224
3909,318,313
3910,318,326
3911,318,553
3912,318,574
3913,318,586
3914,318,731
3915,318,207
3916,318,912
3917,318,920
3918,318,962
3919,318,1055
3920,318,1146
3921,319,321
3922,319,386
3923,319,574
3924,320,16
3925,320,81
3926,320,134
3927,320,136
3928,320,192
3929,320,231
3930,320,275
3931,320,332
3932,320,342
3933,320,586
3934,320,127
3935,320,779
3936,321,16
3937,321,81
3938,321,134
3939,321,136
3940,321,192
3941,321,231
3942,321,275
3943,321,332
3944,321,342
3945,321,586
3946,321,127
3947,321,779
3948,322,204
3949,322,30
3950,322,574
3951,322,688
3952,322,798
3953,322,1027
3954,323,130
3955,323,136
3956,323,344
3957,323,539
3958,323,769
3959,323,904
3960,323,920
3961,324,107
3962,324,290
3963,324,23
3964,324,224
3965,324,76
3966,324,279
3967,324,313
3968,324,377
3969,324,390
3970,324,423
3971,324,476
3972,324,553
3973,324,675
3974,324,1062
3975,324,1079
3976,324,345
3977,324,363
3978,324,548
3979,324,80
3980,324,81
3981,324,265
3982,324,586
3983,324,880
3984,324,1146
3985,325,16
3986,325,80
3987,325,81
3988,325,135
3989,325,222
3990,325,332
3991,325,348
3992,325,658
3993,325,731
3994,325,769
3995,325,882
3996,325,920
3997,326,348
3998,326,574
3999,326,377
4000,326,769
4001,326,1062
4002,326,363
4003,326,130
4004,326,187
4005,326,16
4006,326,326
4007,326,78
4008,327,386
4009,327,132
4010,327,665
4011,327,16
4012,327,920
4013,327,136
4014,328,16
4015,328,112
4016,328,132
4017,328,192
4018,328,231
4019,328,258
4020,328,270
4021,328,386
4022,328,393
4023,328,478
4024,328,554
4025,328,574
4026,328,630
4027,328,920
4028,328,1146
4029,329,389
4030,329,574
4031,329,921
4032,329,76
4033,329,222
4034,329,313
4035,329,1062
4036,329,352
4037,329,920
4038,329,16
4039,329,880
4040,329,1146
4041,330,16
4042,330,275
4043,330,318
4044,330,389
4045,330,657
4046,330,847
4047,330,1055
4048,330,1115
4049,331,360
4050,331,16
4051,331,389
4052,331,779
4053,331,1055
4054,332,16
